wavelength	blaze	order
973.6800688691	0.3424197307	149
973.6944212663	0.3450152268	149
973.7087692620	0.3476218843	149
973.7231128486	0.3501765247	149
973.7374520187	0.3529134783	149
973.7517867647	0.3555799242	149
973.7661170791	0.3583265272	149
973.7804429359	0.3610865027	149
973.7947643413	0.3638209701	149
973.8090812924	0.3664889819	149
973.8233937820	0.3690189398	149
973.8377018024	0.3716792297	149
973.8520053462	0.3743765013	149
973.8663044061	0.3769473159	149
973.8805989746	0.3794143667	149
973.8948890443	0.3819635024	149
973.9091746078	0.3842930633	149
973.9234556577	0.3868556953	149
973.9377321793	0.3893947424	149
973.9520041563	0.3920651858	149
973.9662715975	0.3946639253	149
973.9805344957	0.3974991994	149
973.9947928435	0.4003603404	149
974.0090466336	0.4031688469	149
974.0232958587	0.4059874136	149
974.0375405116	0.4088790038	149
974.0517805849	0.4116941416	149
974.0660160714	0.4145029630	149
974.0802469638	0.4172689713	149
974.0944732550	0.4200154351	149
974.1086949178	0.4228476248	149
974.1229119606	0.4257845078	149
974.1371243804	0.4284972883	149
974.1513321701	0.4312242071	149
974.1655353224	0.4337210874	149
974.1797338302	0.4365336314	149
974.1939276864	0.4393031960	149
974.2081168837	0.4420614854	149
974.2223014152	0.4448461704	149
974.2364812736	0.4476107974	149
974.2506564518	0.4505765152	149
974.2648269344	0.4534301158	149
974.2789927066	0.4561972806	149
974.2931537773	0.4590772977	149
974.3073101396	0.4619532664	149
974.3214617863	0.4643692004	149
974.3356087104	0.4670722769	149
974.3497509050	0.4699107437	149
974.3638883629	0.4726655419	149
974.3780210772	0.4755325771	149
974.3921490410	0.4783575511	149
974.4062722472	0.4811992326	149
974.4203906889	0.4839989472	149
974.4345043377	0.4868245636	149
974.4486132046	0.4897182334	149
974.4627172861	0.4925103033	149
974.4768165753	0.4951449758	149
974.4909110653	0.4978986345	149
974.5050007492	0.5007972928	149
974.5190856201	0.5037660810	149
974.5331656712	0.5063480837	149
974.5472408956	0.5090517676	149
974.5613112865	0.5120681664	149
974.5753768371	0.5152253235	149
974.5894375308	0.5181373848	149
974.6034933548	0.5210726709	149
974.6175443179	0.5239213770	149
974.6315904134	0.5271263420	149
974.6456316345	0.5301527524	149
974.6596679744	0.5330497800	149
974.6736994264	0.5357873903	149
974.6877259837	0.5386445555	149
974.7017476396	0.5415795397	149
974.7157643874	0.5442917827	149
974.7297762205	0.5469872642	149
974.7437831319	0.5498016187	149
974.7577850922	0.5527816000	149
974.7717821148	0.5557354737	149
974.7857741959	0.5584147363	149
974.7997613287	0.5609630427	149
974.8137435067	0.5636773569	149
974.8277207231	0.5665678543	149
974.8416929715	0.5692822203	149
974.8556602451	0.5720224082	149
974.8696225374	0.5747124821	149
974.8835798419	0.5776320069	149
974.8975321519	0.5805703013	149
974.9114794501	0.5833453321	149
974.9254217253	0.5861016032	149
974.9393589865	0.5888423349	149
974.9532912269	0.5918971300	149
974.9672184401	0.5948747611	149
974.9811406196	0.5975980787	149
974.9950577590	0.6001760578	149
975.0089698517	0.6028834556	149
975.0228768912	0.6056342637	149
975.0367788711	0.6082685971	149
975.0506757850	0.6108649011	149
975.0645676265	0.6132893777	149
975.0784543643	0.6159944212	149
975.0923360149	0.6188833320	149
975.1062125738	0.6215722892	149
975.1200840344	0.6240962089	149
975.1339503906	0.6264655284	149
975.1478116358	0.6292631308	149
975.1616677637	0.6318621963	149
975.1755187680	0.6344244820	149
975.1893646423	0.6368902723	149
975.2032053803	0.6392785746	149
975.2170409758	0.6418961432	149
975.2308714102	0.6447107198	149
975.2446966746	0.6470795773	149
975.2585167774	0.6493052289	149
975.2723317124	0.6519362975	149
975.2861414734	0.6544547672	149
975.2999460540	0.6568812810	149
975.3137454480	0.6590681339	149
975.3275396492	0.6613979742	149
975.3413286514	0.6635356445	149
975.3551124484	0.6660080647	149
975.3688910340	0.6682720566	149
975.3826644019	0.6703528436	149
975.3964325198	0.6727298156	149
975.4101954067	0.6752660038	149
975.4239530574	0.6776889649	149
975.4377054658	0.6798666905	149
975.4514526258	0.6820898282	149
975.4651945313	0.6846216887	149
975.4789311761	0.6874368509	149
975.4926625541	0.6902018313	149
975.5063886592	0.6925443900	149
975.5201094854	0.6949778516	149
975.5338250266	0.6975966091	149
975.5475352634	0.6999772230	149
975.5612401888	0.7024647470	149
975.5749398109	0.7047027752	149
975.5886341238	0.7069607583	149
975.6023231215	0.7092744003	149
975.6160067978	0.7116858207	149
975.6296851470	0.7136426708	149
975.6433581629	0.7156569983	149
975.6570258396	0.7179038304	149
975.6706881711	0.7203666806	149
975.6843451514	0.7229377774	149
975.6979967747	0.7252808809	149
975.7116430070	0.7276075230	149
975.7252838703	0.7300934942	149
975.7389193587	0.7327327589	149
975.7525494662	0.7353783474	149
975.7661741871	0.7375875853	149
975.7797935154	0.7399100280	149
975.7934074453	0.7423641186	149
975.8070159708	0.7451100278	149
975.8206190862	0.7473596028	149
975.8342167856	0.7497926483	149
975.8478090631	0.7520028074	149
975.8613958984	0.7543023954	149
975.8749772864	0.7567216944	149
975.8885532351	0.7590587279	149
975.9021237388	0.7610717443	149
975.9156887915	0.7632358706	149
975.9292483876	0.7655685055	149
975.9428025212	0.7679197208	149
975.9563511867	0.7697429406	149
975.9698943783	0.7718872875	149
975.9834320902	0.7742305382	149
975.9969643168	0.7767212375	149
976.0104910514	0.7795796690	149
976.0240122615	0.7820031578	149
976.0375279690	0.7840737373	149
976.0510381684	0.7865699454	149
976.0645428540	0.7887863871	149
976.0780420200	0.7910861275	149
976.0915356609	0.7933074794	149
976.1050237709	0.7954123589	149
976.1185063446	0.7977130887	149
976.1319833762	0.8002650319	149
976.1454548602	0.8025552410	149
976.1589207909	0.8043572020	149
976.1723811467	0.8065732428	149
976.1858359251	0.8088488675	149
976.1992851334	0.8111085097	149
976.2127287661	0.8136191459	149
976.2261668177	0.8157902849	149
976.2395992826	0.8177750311	149
976.2530261552	0.8200173312	149
976.2664474302	0.8221503008	149
976.2798631018	0.8242957456	149
976.2932731647	0.8265918515	149
976.3066776134	0.8287375312	149
976.3200764403	0.8309730640	149
976.3334696147	0.8331926705	149
976.3468571584	0.8354501058	149
976.3602390659	0.8376582907	149
976.3736153318	0.8398097709	149
976.3869859506	0.8418308813	149
976.4003509170	0.8440926655	149
976.4137102256	0.8461827199	149
976.4270638708	0.8481710183	149
976.4404118474	0.8502326089	149
976.4537541500	0.8524519855	149
976.4670907731	0.8543860128	149
976.4804216940	0.8563919003	149
976.4937469125	0.8582858007	149
976.5070664354	0.8600782349	149
976.5203802574	0.8623054491	149
976.5336883732	0.8644132253	149
976.5469907775	0.8659094073	149
976.5602874650	0.8681434076	149
976.5735784304	0.8702387727	149
976.5868636683	0.8722382064	149
976.6001431735	0.8742739000	149
976.6134169408	0.8767774717	149
976.6266849618	0.8781758499	149
976.6399472073	0.8799014951	149
976.6532036991	0.8816314497	149
976.6664544319	0.8832573955	149
976.6796994005	0.8848471278	149
976.6929385997	0.8866269324	149
976.7061720242	0.8883581280	149
976.7193996689	0.8900905615	149
976.7326215285	0.8917915438	149
976.7458375980	0.8935014659	149
976.7590478722	0.8950759636	149
976.7722523458	0.8965852991	149
976.7854509950	0.8977300154	149
976.7986438218	0.8990712696	149
976.8118308327	0.9005357061	149
976.8250120224	0.9017836371	149
976.8381873860	0.9029718453	149
976.8513569183	0.9038964046	149
976.8645206142	0.9049997523	149
976.8776784686	0.9061295020	149
976.8908304765	0.9073719597	149
976.9039766327	0.9082483150	149
976.9171169323	0.9095187243	149
976.9302513660	0.9109073066	149
976.9433799065	0.9119577220	149
976.9565025752	0.9129163510	149
976.9696193671	0.9140547743	149
976.9827302771	0.9151156915	149
976.9958353003	0.9164244269	149
977.0089344317	0.9177585477	149
977.0220276662	0.9188487240	149
977.0351149990	0.9203220330	149
977.0481964250	0.9212853900	149
977.0612719393	0.9222833579	149
977.0743415370	0.9234049560	149
977.0874051929	0.9245288530	149
977.1004629115	0.9254551669	149
977.1135146987	0.9265291216	149
977.1265605495	0.9278085822	149
977.1396004590	0.9288716316	149
977.1526344224	0.9302628008	149
977.1656624347	0.9311910988	149
977.1786844911	0.9319977562	149
977.1917005867	0.9336220334	149
977.2047107167	0.9345723940	149
977.2177148762	0.9355724760	149
977.2307130551	0.9362945872	149
977.2437052279	0.9372233709	149
977.2566914157	0.9382531031	149
977.2696716138	0.9393122672	149
977.2826458172	0.9402709815	149
977.2956140212	0.9411714324	149
977.3085762210	0.9420858903	149
977.3215324118	0.9431333542	149
977.3344825890	0.9443838135	149
977.3474267476	0.9453744768	149
977.3603648831	0.9461910891	149
977.3732969905	0.9471262629	149
977.3862230436	0.9481142596	149
977.3991430494	0.9492679693	149
977.4120570130	0.9504734519	149
977.4249649298	0.9513852770	149
977.4378667950	0.9523684647	149
977.4507626040	0.9534641537	149
977.4636523520	0.9546327813	149
977.4765360344	0.9560019882	149
977.4894136466	0.9569988315	149
977.5022851839	0.9579134041	149
977.5151506416	0.9590318332	149
977.5280100086	0.9606154480	149
977.5408632616	0.9625027577	149
977.5537104211	0.9635903024	149
977.5665514826	0.9646508817	149
977.5793864413	0.9659906536	149
977.5922152929	0.9676236858	149
977.6050380326	0.9689661587	149
977.6178546558	0.9700838861	149
977.6306651582	0.9710452433	149
977.6434695350	0.9720662263	149
977.6562677817	0.9736875759	149
977.6690598938	0.9746287739	149
977.6818458436	0.9752616415	149
977.6946256409	0.9753435678	149
977.7073992900	0.9761909807	149
977.7201667863	0.9773818883	149
977.7329281254	0.9783902211	149
977.7456833029	0.9794091613	149
977.7584323142	0.9799515122	149
977.7711751548	0.9800266101	149
977.7839118204	0.9813917696	149
977.7966423064	0.9829346253	149
977.8093666085	0.9840748097	149
977.8220847143	0.9847584297	149
977.8347966027	0.9857085669	149
977.8475022939	0.9868260808	149
977.8602017833	0.9879863522	149
977.8728950666	0.9886460782	149
977.8855821394	0.9893948717	149
977.8982629973	0.9903088328	149
977.9109376359	0.9916068783	149
977.9236060509	0.9925674309	149
977.9362682379	0.9929994767	149
977.9489241926	0.9934716273	149
977.9615739106	0.9940146965	149
977.9742173629	0.9947350986	149
977.9868545620	0.9955679780	149
977.9994855113	0.9963828150	149
978.0121102067	0.9963227156	149
978.0247286437	0.9966266520	149
978.0373408182	0.9970208440	149
978.0499467257	0.9975958187	149
978.0625463622	0.9981382409	149
978.0751397232	0.9981091753	149
978.0877268045	0.9979907127	149
978.1003076020	0.9982020560	149
978.1128821022	0.9986891498	149
978.1254502862	0.9992297093	149
978.1380121736	0.9993974626	149
978.1505677601	0.9991464006	149
978.1631170415	0.9990690406	149
978.1756600136	0.9996029670	149
978.1881966723	0.9999783726	149
978.2007270133	0.9999993886	149
978.2132510324	0.9998489468	149
978.2257687256	0.9996491484	149
978.2382800887	0.9989852297	149
978.2507851174	0.9989714478	149
978.2632837814	0.9987161254	149
978.2757760960	0.9980332767	149
978.2882620638	0.9976282490	149
978.3007416808	0.9977562127	149
978.3132149428	0.9980419828	149
978.3256818457	0.9983008670	149
978.3381423855	0.9979412087	149
978.3505965580	0.9975809410	149
978.3630443592	0.9970052811	149
978.3754857850	0.9968784691	149
978.3879208314	0.9974190074	149
978.4003494839	0.9963647917	149
978.4127717259	0.9951054538	149
978.4251875762	0.9943921183	149
978.4375970309	0.9938160407	149
978.4500000859	0.9929952757	149
978.4623967372	0.9920774331	149
978.4747869809	0.9910469130	149
978.4871708129	0.9899997011	149
978.4995482292	0.9889995169	149
978.5119192258	0.9881070127	149
978.5242837989	0.9873276192	149
978.5366419443	0.9864731737	149
978.5489936305	0.9856878041	149
978.5613388753	0.9852022661	149
978.5736776807	0.9846114593	149
978.5860100427	0.9839050770	149
978.5983359574	0.9830748222	149
978.6106554208	0.9818017769	149
978.6229684292	0.9810968090	149
978.6352749784	0.9806727643	149
978.6475750648	0.9799976002	149
978.6598686843	0.9793471060	149
978.6721558332	0.9782606972	149
978.6844364959	0.9774037469	149
978.6967106580	0.9769473769	149
978.7089783378	0.9763122636	149
978.7212395314	0.9756448894	149
978.7334942351	0.9746813919	149
978.7457424450	0.9739142749	149
978.7579841572	0.9732681701	149
978.7702193680	0.9726007887	149
978.7824480736	0.9719192123	149
978.7946702701	0.9710617107	149
978.8068859538	0.9703466490	149
978.8190951209	0.9694201492	149
978.8312977383	0.9689541511	149
978.8434938269	0.9690279187	149
978.8556833875	0.9688373888	149
978.8678664164	0.9682627190	149
978.8800429099	0.9675327985	149
978.8922128642	0.9670370207	149
978.9043762756	0.9668288422	149
978.9165331405	0.9664740385	149
978.9286834550	0.9664191090	149
978.9408272156	0.9660114172	149
978.9529644184	0.9657517269	149
978.9650950468	0.9656960338	149
978.9772190889	0.9656637639	149
978.9893365623	0.9653555413	149
979.0014474631	0.9655319783	149
979.0135517879	0.9655952148	149
979.0256495330	0.9655487806	149
979.0377406946	0.9656407237	149
979.0498252693	0.9658775974	149
979.0619032533	0.9657140133	149
979.0739746431	0.9657549257	149
979.0860394350	0.9657545385	149
979.0980976254	0.9657587549	149
979.1101491799	0.9658959676	149
979.1221941222	0.9654834679	149
979.1342324522	0.9654786936	149
979.1462641663	0.9655290937	149
979.1582892611	0.9653704351	149
979.1703077330	0.9652369393	149
979.1823195783	0.9651169800	149
979.1943247936	0.9650036320	149
979.2063233754	0.9646471535	149
979.2183153201	0.9645178896	149
979.2303006242	0.9642585375	149
979.2422792698	0.9641001584	149
979.2542512475	0.9638111423	149
979.2662165740	0.9636817134	149
979.2781752459	0.9635101702	149
979.2901272597	0.9630575849	149
979.3020726120	0.9627842307	149
979.3140112992	0.9625448488	149
979.3259433179	0.9621874507	149
979.3378686646	0.9618864994	149
979.3497873360	0.9616838312	149
979.3616993286	0.9612704814	149
979.3736046390	0.9608930689	149
979.3855032312	0.9602413194	149
979.3973951319	0.9597113576	149
979.4092803402	0.9592269099	149
979.4211588525	0.9585691035	149
979.4330306655	0.9576203034	149
979.4448957759	0.9565855852	149
979.4567541803	0.9557356824	149
979.4686058752	0.9550308360	149
979.4804508575	0.9538474745	149
979.4922891236	0.9526284820	149
979.5041206702	0.9514877635	149
979.5159454784	0.9503384719	149
979.5277635411	0.9491309502	149
979.5395748743	0.9477973212	149
979.5513794748	0.9461694601	149
979.5631773392	0.9444863404	149
979.5749684642	0.9429574734	149
979.5867528465	0.9416648948	149
979.5985304830	0.9402777408	149
979.6103013702	0.9386386635	149
979.6220655049	0.9369174736	149
979.6338228839	0.9352857492	149
979.6455735039	0.9341071239	149
979.6573173275	0.9327638624	149
979.6690543845	0.9313414151	149
979.6807846727	0.9300470821	149
979.6925081890	0.9283642329	149
979.7042249301	0.9269218896	149
979.7159348928	0.9250110799	149
979.7276380740	0.9235328554	149
979.7393344704	0.9218591629	149
979.7510240788	0.9200005777	149
979.7627068961	0.9182096523	149
979.7743829190	0.9166416972	149
979.7860521274	0.9153274505	149
979.7977145169	0.9139367698	149
979.8093701025	0.9121907080	149
979.8210188811	0.9101986223	149
979.8326608497	0.9083275854	149
979.8442960051	0.9065967272	149
979.8559243442	0.9049404312	149
979.8675458638	0.9031173777	149
979.8791605610	0.9010444402	149
979.8907684325	0.8986584197	149
979.9023694752	0.8966688707	149
979.9139636862	0.8948601484	149
979.9255510267	0.8928382742	149
979.9371315292	0.8907761798	149
979.9487051906	0.8883891981	149
979.9602720080	0.8862023613	149
979.9718319782	0.8843112461	149
979.9833850983	0.8824890793	149
979.9949313652	0.8804715029	149
980.0064707759	0.8782459621	149
980.0180033274	0.8761427805	149
980.0295290166	0.8739354294	149
980.0410478406	0.8721804318	149
980.0525597778	0.8705244548	149
980.0640648265	0.8684418243	149
980.0755630009	0.8662102015	149
980.0870542982	0.8637326660	149
980.0985387153	0.8615480611	149
980.1100162493	0.8595307378	149
980.1214868972	0.8576193355	149
980.1329506561	0.8552796794	149
980.1444075231	0.8530068381	149
980.1558574952	0.8507251428	149
980.1673005695	0.8486472193	149
980.1787367419	0.8466953318	149
980.1901659758	0.8447200876	149
980.2015883033	0.8425584677	149
980.2130037213	0.8399622614	149
980.2244122270	0.8376518069	149
980.2358138175	0.8357572033	149
980.2472084899	0.8337485033	149
980.2585962415	0.8315064209	149
980.2699770692	0.8293500761	149
980.2813509704	0.8273079512	149
980.2927179420	0.8252668311	149
980.3040779814	0.8233452008	149
980.3154310657	0.8216944192	149
980.3267771958	0.8195927739	149
980.3381163852	0.8174302114	149
980.3494486309	0.8153720994	149
980.3607739303	0.8132334572	149
980.3720922805	0.8113862566	149
980.3834036787	0.8097040773	149
980.3947081222	0.8078154954	149
980.4060056082	0.8056172444	149
980.4172961340	0.8034790362	149
980.4285796967	0.8017376065	149
980.4398562912	0.8001161611	149
980.4511258833	0.7984828229	149
980.4623885042	0.7966247335	149
980.4736441511	0.7942357692	149
980.4848928213	0.7921965856	149
980.4961345120	0.7904160490	149
980.5073692207	0.7886975257	149
980.5185969446	0.7869599080	149
980.5298176809	0.7847600724	149
980.5410314271	0.7825535287	149
980.5522381804	0.7806209942	149
980.5634379382	0.7790362459	149
980.5746306764	0.7776861973	149
980.5858163987	0.7760447018	149
980.5969951174	0.7742039599	149
980.6081668300	0.7722938279	149
980.6193315338	0.7704820429	149
980.6304892262	0.7689108059	149
980.6416399046	0.7673691062	149
980.6527835663	0.7661291406	149
980.6639202089	0.7644879426	149
980.6750498296	0.7626641579	149
980.6861724258	0.7613177657	149
980.6972879913	0.7600622838	149
980.7083964943	0.7585056823	149
980.7194979652	0.7570273354	149
980.7305924013	0.7552755394	149
980.7416798002	0.7534934096	149
980.7527601592	0.7517912653	149
980.7638334758	0.7505120683	149
980.7748997476	0.7489956854	149
980.7859589719	0.7474281868	149
980.7970111464	0.7457280750	149
980.8080562683	0.7438675026	149
980.8190943353	0.7421613352	149
980.8301253220	0.7406056668	149
980.8411492348	0.7387659075	149
980.8521660851	0.7368621848	149
980.8631758705	0.7346993379	149
980.8741785886	0.7328405711	149
980.8851742368	0.7310009436	149
980.8961628127	0.7292526783	149
980.9071443138	0.7274909836	149
980.9181187378	0.7258534195	149
980.9290860821	0.7241728483	149
980.9400463444	0.7221449982	149
980.9509995172	0.7203767135	149
980.9619455712	0.7187700352	149
980.9728845359	0.7169333512	149
980.9838164089	0.7151646397	149
980.9947411878	0.7132421061	149
981.0056588703	0.7114223301	149
981.0165694539	0.7098363518	149
981.0274729364	0.7081550585	149
981.0383693152	0.7063296486	149
981.0492585882	0.7045435843	149
981.0601407528	0.7027405409	149
981.0710158069	0.7008824957	149
981.0818837237	0.6992920891	149
981.0927445124	0.6974836416	149
981.1035981836	0.6955461694	149
981.1144447348	0.6937163519	149
981.1252841637	0.6915616812	149
981.1361164682	0.6893768309	149
981.1469416459	0.6873775094	149
981.1577596944	0.6855615576	149
981.1685706116	0.6837697179	149
981.1793743952	0.6819542013	149
981.1901710428	0.6799039196	149
981.2009605459	0.6779107729	149
981.2117428777	0.6760858097	149
981.2225180669	0.6742038099	149
981.2332861112	0.6721035307	149
981.2440470083	0.6700766772	149
981.2548007562	0.6678972121	149
981.2655473524	0.6658848841	149
981.2762867949	0.6639638713	149
981.2870190814	0.6620947149	149
981.2977442098	0.6597540964	149
981.3084621779	0.6576086508	149
981.3191729834	0.6554553154	149
981.3298765985	0.6531300180	149
981.3405730352	0.6509648730	149
981.3512623028	0.6487318712	149
981.3619443992	0.6465544876	149
981.3726193223	0.6443744622	149
981.3832870700	0.6422216366	149
981.3939476401	0.6403193860	149
981.4046010306	0.6376953938	149
981.4152472392	0.6356119014	149
981.4258862639	0.6334676599	149
981.4365181026	0.6313893659	149
981.4471427454	0.6294709546	149
981.4577601683	0.6273376861	149
981.4683703989	0.6254130840	149
981.4789734352	0.6233870258	149
981.4895692750	0.6212654606	149
981.5001579164	0.6191711914	149
981.5107393572	0.6169294248	149
981.5213135955	0.6149908082	149
981.5318806292	0.6129660721	149
981.5424404562	0.6109529723	149
981.5529930746	0.6086197893	149
981.5635384823	0.6064291655	149
981.5740766501	0.6041998015	149
981.5846075928	0.6020505883	149
981.5951313188	0.5999617138	149
981.6056478262	0.5977496569	149
981.6161571129	0.5955776053	149
981.6266591769	0.5934601571	149
981.6371540164	0.5915295761	149
981.6476416294	0.5894262119	149
981.6581220138	0.5874328329	149
981.6685951678	0.5853130232	149
981.6790610894	0.5829327649	149
981.6895197676	0.5806045172	149
981.6999711810	0.5783108827	149
981.7104153561	0.5760340096	149
981.7208522912	0.5741040309	149
981.7312819844	0.5719355909	149
981.7417044336	0.5695453879	149
981.7521196371	0.5672394039	149
981.7625275930	0.5649864856	149
981.7729282994	0.5624192608	149
981.7833217544	0.5601574936	149
981.7937079561	0.5580602030	149
981.8040869028	0.5555418132	149
981.8144585639	0.5533035136	149
981.8248229570	0.5510527202	149
981.8351800895	0.5487199780	149
981.8455299596	0.5467213942	149
981.8558725654	0.5446929325	149
981.8662079051	0.5425783374	149
981.8765359770	0.5401605992	149
981.8868567793	0.5377974961	149
981.8971703100	0.5356823704	149
981.9074765676	0.5343030460	149
981.9177755502	0.5329942494	149
981.9280672455	0.5309219634	149
981.9383516348	0.5287228028	149
981.9486287438	0.5263859732	149
981.9588985708	0.5237516693	149
981.9691611139	0.5212447944	149
981.9794163716	0.5190275811	149
981.9896643421	0.5167634768	149
981.9999050235	0.5140966582	149
982.0101384144	0.5117632312	149
982.0203645128	0.5094369458	149
982.0305833172	0.5069988660	149
982.0407948259	0.5047583295	149
982.0509990069	0.5025394568	149
982.0611958810	0.5005153940	149
982.0713854542	0.4982840942	149
982.0815677251	0.4958042468	149
982.0917426918	0.4934240831	149
982.1019103527	0.4911767424	149
982.1120707063	0.4889817208	149
982.1222237509	0.4868293212	149
982.1323694848	0.4845328479	149
982.1425079065	0.4823201450	149
982.1526390143	0.4799115663	149
